age,gender,height_cm,weight_kg,body fat_%,diastolic,systolic,gripForce,sit and bend forward_cm,sit-ups counts,broad jump_cm,class,height_m,BMI,BP_Category,fitness_score
59,M,174.9,68.7,19.9,87.0,151.0,43.5,21.1,36.0,188.0,C,1.749,22.458312370607267,Hypertension Stage 1,0.5295977011494253
57,M,167.4,64.8,18.3,78.0,122.0,34.3,23.5,36.0,215.0,A,1.6740000000000002,23.124060585038727,Elevated,0.5853448275862069
38,M,178.7,73.3,12.3,68.0,115.0,55.6,19.2,47.0,219.0,B,1.787,22.95381460770741,Normal,0.7068965517241379
36,M,172.4,68.5,12.0,73.0,128.0,50.2,22.4,55.0,220.0,A,1.724,23.04708738648048,Elevated,0.718103448275862
48,F,168.8,59.7,26.6,70.0,120.0,26.2,25.5,45.0,169.0,A,1.6880000000000002,20.952191100828816,Elevated,0.431896551724138
21,M,178.5,85.3,18.7,67.0,113.0,47.4,14.8,48.0,222.0,C,1.785,26.771492910889847,Normal,0.6764367816091953
54,M,173.6,78.5,24.5,86.0,135.0,43.7,4.5,14.0,178.0,D,1.736,26.047750005309098,Hypertension Stage 1,0.42499999999999993
28,M,176.1,80.5,19.9,78.0,140.0,44.8,19.0,49.0,216.0,B,1.761,25.958355059347898,Hypertension Stage 2,0.6511494252873564
37,M,171.0,72.4,21.6,84.0,124.0,38.8,11.0,50.0,182.0,C,1.71,24.759755138333166,Hypertension Stage 1,0.5341954022988507
27,M,170.2,68.8,15.7,86.0,143.0,42.2,15.0,52.0,206.0,B,1.702,23.75031241326648,Hypertension Stage 1,0.635632183908046
56,M,176.8,70.9,23.6,92.0,135.0,43.6,10.5,34.0,190.0,B,1.768,22.68201920517598,Hypertension Stage 1,0.5192528735632185
43,M,164.8,69.0,15.3,98.0,158.0,45.3,16.6,45.0,218.0,A,1.6480000000000001,25.405905363370717,Hypertension Stage 2,0.6600574712643678
21,M,179.5,84.9,19.6,88.0,138.0,45.5,19.8,42.0,253.0,C,1.795,26.349888656978145,Hypertension Stage 1,0.7402298850574711
32,F,159.9,53.0,23.5,78.0,115.0,22.2,11.4,32.0,168.0,C,1.599,20.72902818795831,Normal,0.38908045977011485
41,M,168.2,70.0,19.8,72.0,121.0,42.8,7.3,49.0,199.0,C,1.682,24.74264118504527,Elevated,0.5968390804597701
57,M,169.3,67.7,22.8,99.0,149.0,30.3,12.3,36.0,203.0,D,1.693,23.61972040810132,Hypertension Stage 2,0.5264367816091954
48,M,174.1,80.1,19.6,99.0,134.0,49.4,19.4,48.0,204.0,C,1.7409999999999999,26.426215597669614,Hypertension Stage 1,0.6278735632183906
23,M,178.4,74.84,12.9,76.0,148.0,49.5,25.4,55.0,243.0,A,1.784,23.514951034607574,Hypertension Stage 2,0.7795977011494253
58,M,166.7,73.5,29.3,82.0,121.0,35.6,19.7,42.0,190.0,D,1.6669999999999998,26.449419174353498,Hypertension Stage 1,0.5028735632183908
22,M,174.4,75.34,25.8,81.0,150.0,42.3,17.7,46.0,234.0,C,1.744,24.77037917683697,Hypertension Stage 1,0.6701149425287356
62,F,154.9,64.3,35.2,77.0,134.0,20.4,27.8,6.0,92.0,D,1.5490000000000002,26.798355089457736,Hypertension Stage 1,0.057183908045977026
57,F,153.2,50.6,21.6,77.0,123.0,23.2,22.4,29.0,150.0,A,1.5319999999999998,21.5592171192114,Elevated,0.33706896551724136
30,M,178.4,84.9,23.4,88.0,140.0,45.2,16.7,42.0,192.0,C,1.784,26.67583301494098,Hypertension Stage 1,0.5531609195402298
22,F,156.3,54.9,29.4,78.0,127.0,26.0,26.4,41.0,183.0,A,1.5630000000000002,22.472655199472438,Elevated,0.45201149425287357
30,M,181.1,64.7,8.6,64.0,115.0,40.0,9.7,56.0,235.0,B,1.811,19.727287778442133,Normal,0.7445402298850574
42,M,172.9,68.0,21.6,84.0,127.0,39.9,10.4,33.0,200.0,C,1.729,22.74672756545454,Hypertension Stage 1,0.5402298850574713
25,M,174.0,77.6,24.4,77.0,157.0,48.6,18.6,59.0,211.0,A,1.74,25.63086272955476,Hypertension Stage 2,0.6635057471264368
32,M,174.2,77.7,23.4,75.0,126.0,46.2,13.3,46.0,238.0,B,1.742,25.60499630259899,Elevated,0.6997126436781609
26,F,162.3,54.3,31.5,74.0,128.0,23.7,18.7,43.0,166.0,A,1.6230000000000002,20.614024597884153,Elevated,0.39626436781609187
26,M,177.2,77.8,25.6,85.0,134.0,47.5,17.8,45.0,250.0,B,1.7719999999999998,24.777196316923913,Hypertension Stage 1,0.7287356321839079
31,M,187.3,87.5,17.1,78.0,131.0,53.0,9.6,49.0,223.0,B,1.8730000000000002,24.94207026024413,Hypertension Stage 1,0.7028735632183907
54,F,160.7,59.8,33.3,86.0,155.0,25.1,11.7,10.0,101.0,D,1.607,23.156314025949786,Hypertension Stage 1,0.11350574712643678
33,M,166.3,79.8,23.2,73.0,127.0,44.5,8.1,52.0,224.0,C,1.663,28.854821557516733,Elevated,0.6724137931034483
26,M,167.4,65.4,22.2,85.0,123.0,41.8,7.5,49.0,209.0,C,1.6740000000000002,23.338172257122423,Hypertension Stage 1,0.6158045977011495
55,M,165.2,66.5,21.3,92.0,137.0,43.2,21.4,46.0,191.0,A,1.652,24.366971724053027,Hypertension Stage 1,0.5620689655172413
50,F,161.1,57.3,30.0,63.0,100.0,18.1,18.8,8.0,136.0,D,1.611,22.078193795680768,Normal,0.19770114942528735
24,F,164.9,55.9,29.9,94.0,126.0,26.7,16.1,47.0,198.0,B,1.649,20.557509356608797,Hypertension Stage 2,0.5129310344827587
32,M,171.7,78.5,16.8,81.0,139.0,25.6,18.3,68.0,236.0,A,1.7169999999999999,26.627418643059965,Hypertension Stage 1,0.7169540229885057
22,M,174.6,92.2,20.9,98.0,159.0,49.5,10.5,59.0,245.0,C,1.746,30.244223746898495,Hypertension Stage 2,0.7738505747126437
25,F,157.8,54.0,30.9,84.0,126.0,26.8,30.8,67.0,165.0,A,1.578,21.68601541152828,Hypertension Stage 1,0.4729885057471265
25,F,169.3,48.34,14.9,77.0,108.0,22.1,24.5,46.0,174.0,A,1.693,16.865247925075597,Normal,0.4709770114942528
46,F,161.3,58.4,28.9,96.0,140.0,28.7,20.0,34.0,166.0,A,1.6130000000000002,22.446266367229367,Hypertension Stage 2,0.3922413793103448
26,F,164.8,46.8,20.7,83.0,125.0,31.6,18.1,30.0,131.0,D,1.6480000000000001,17.231831463851442,Hypertension Stage 1,0.3120689655172414
22,F,162.6,49.6,17.1,77.0,117.0,25.9,28.6,46.0,181.0,A,1.626,18.760335204828067,Normal,0.4956896551724138
63,M,167.9,73.0,20.1,79.0,130.0,48.6,17.7,29.0,198.0,B,1.679,25.89533107180775,Hypertension Stage 1,0.5522988505747127
21,M,173.7,71.6,16.0,64.0,106.0,52.2,18.6,57.0,258.0,A,1.7369999999999999,23.730854983595552,Normal,0.8272988505747125
63,M,172.1,62.3,26.8,79.0,121.0,37.2,17.8,24.0,187.0,D,1.7209999999999999,21.0342148683876,Elevated,0.4543103448275861
28,M,173.2,73.7,22.7,78.0,130.0,40.7,5.3,45.0,202.0,C,1.732,24.56810799566908,Hypertension Stage 1,0.5795977011494252
23,F,164.6,57.0,20.2,68.0,100.0,34.1,22.3,48.0,182.0,A,1.646,21.038520423605075,Normal,0.5189655172413794
24,F,157.7,46.0,25.4,70.0,120.0,26.2,21.5,45.0,173.0,A,1.577,18.49670818909587,Elevated,0.4468390804597701
23,M,179.5,74.44,10.3,86.0,156.0,44.6,23.2,51.0,229.0,B,1.795,23.103483058014756,Hypertension Stage 1,0.7212643678160919
36,F,153.9,48.1,19.4,71.0,118.0,21.3,24.5,25.0,125.0,C,1.5390000000000001,20.30803188994313,Normal,0.2545977011494253
26,F,164.2,58.86,31.7,67.0,128.0,23.8,4.8,26.0,163.0,D,1.642,21.831016214147215,Elevated,0.33850574712643683
64,F,148.2,50.7,33.7,86.0,149.0,22.6,26.7,26.0,124.0,A,1.482,23.084025854108955,Hypertension Stage 1,0.21724137931034476
63,F,153.6,58.2,37.7,65.0,122.0,22.4,25.0,18.0,120.0,C,1.536,24.668375651041668,Elevated,0.1706896551724138
23,M,165.8,68.9,18.9,70.0,125.0,36.6,14.2,45.0,203.0,C,1.6580000000000001,25.063987742291275,Elevated,0.5816091954022989
47,M,169.1,64.6,13.7,80.0,129.0,44.6,18.1,45.0,201.0,C,1.6909999999999998,22.591512235961705,Hypertension Stage 1,0.613793103448276
60,M,163.9,67.8,24.2,78.0,123.0,40.1,3.1,16.0,180.0,D,1.639,25.23897925824948,Elevated,0.4270114942528736
47,F,158.0,58.4,28.7,85.0,123.0,26.5,19.7,16.0,125.0,C,1.58,23.39368690914917,Hypertension Stage 1,0.2169540229885058
42,M,173.4,71.1,25.8,72.0,118.0,51.9,12.1,38.0,220.0,B,1.734,23.646747524574657,Normal,0.6344827586206895
29,M,180.0,83.9,25.5,77.0,129.0,47.6,4.4,41.0,183.0,D,1.8,25.895061728395063,Elevated,0.5252873563218391
29,M,176.2,72.2,17.5,73.0,130.0,46.1,15.4,60.0,239.0,B,1.7619999999999998,23.255484364713,Hypertension Stage 1,0.7594827586206897
22,F,161.8,63.5,30.3,82.0,131.0,25.6,34.6,45.0,175.0,B,1.618,24.255860750732257,Hypertension Stage 1,0.4367816091954023
22,F,153.6,48.5,26.2,79.0,117.0,33.4,24.9,47.0,196.0,A,1.536,20.55697970920139,Normal,0.5370689655172413
31,F,157.0,49.3,22.4,61.0,100.0,26.9,22.4,40.0,171.0,A,1.57,20.000811391942875,Normal,0.4373563218390804
57,M,169.2,73.5,21.7,77.0,128.0,49.5,14.8,39.0,206.0,A,1.692,25.673591200979164,Elevated,0.6020114942528736
23,M,168.1,64.6,23.1,57.0,111.0,38.1,13.2,48.0,219.0,B,1.681,22.861098302368813,Normal,0.628448275862069
21,M,174.8,66.9,20.4,74.0,122.0,38.9,16.8,48.0,228.0,C,1.7480000000000002,21.894914881472904,Elevated,0.6643678160919539
29,F,160.1,52.5,28.0,85.0,122.0,28.2,26.3,54.0,170.0,A,1.601,20.48220174695625,Hypertension Stage 1,0.4623563218390804
24,F,163.9,70.5,34.1,85.0,129.0,27.0,20.6,43.0,156.0,B,1.639,26.244071352604546,Hypertension Stage 1,0.3695402298850575
37,M,181.3,81.3,15.1,90.0,151.0,55.6,31.4,53.0,273.0,A,1.8130000000000002,24.734033086408783,Hypertension Stage 2,0.871264367816092
48,F,157.2,60.6,32.8,84.0,112.0,23.5,0.1,2.0,112.0,D,1.5719999999999998,24.522657964765074,Hypertension Stage 1,0.11896551724137933
28,M,176.1,81.8,16.7,88.0,148.0,49.4,7.5,60.0,234.0,C,1.761,26.377558308753514,Hypertension Stage 1,0.7568965517241378
36,M,178.6,81.4,21.0,85.0,133.0,52.5,18.0,47.0,219.0,A,1.786,25.51887330725852,Hypertension Stage 1,0.6729885057471264
29,M,169.5,66.1,21.6,68.0,117.0,54.8,19.0,52.0,220.0,B,1.695,23.007109231559067,Normal,0.6951149425287355
28,F,152.8,51.5,23.8,82.0,129.0,21.7,15.1,22.0,151.0,D,1.528,22.05771497491845,Hypertension Stage 1,0.3091954022988505
42,M,172.0,68.0,12.0,82.0,126.0,56.0,16.0,46.0,215.0,A,1.72,22.985397512168742,Hypertension Stage 1,0.6945402298850575
28,M,172.6,73.9,22.6,72.0,117.0,30.6,14.3,48.0,192.0,D,1.726,24.80634935127536,Normal,0.5307471264367818
31,M,169.3,72.9,25.5,97.0,155.0,38.5,18.5,43.0,210.0,B,1.693,25.433938223790047,Hypertension Stage 2,0.582471264367816
53,M,167.7,66.4,26.5,85.0,131.0,31.4,14.8,29.0,173.0,C,1.6769999999999998,23.61032439661221,Hypertension Stage 1,0.4126436781609196
59,M,166.9,73.8,23.1,70.0,120.0,43.9,15.5,39.0,215.0,A,1.669,26.493765528739093,Elevated,0.607758620689655
27,M,173.2,68.0,18.3,96.0,135.0,46.9,5.4,61.0,219.0,C,1.732,22.66799652246265,Hypertension Stage 1,0.7048850574712643
63,F,154.4,54.5,37.2,71.0,125.0,22.7,16.6,14.0,108.0,B,1.544,22.86135198260356,Elevated,0.12701149425287353
53,M,172.3,71.8,17.0,90.0,135.0,48.7,24.9,43.0,211.0,D,1.723,24.185434238019027,Hypertension Stage 1,0.6390804597701149
23,M,173.4,68.8,16.2,68.0,120.0,41.7,-1.8,57.0,231.0,D,1.734,22.881803511824707,Elevated,0.7189655172413792
22,F,172.7,64.5,24.3,69.0,125.0,27.3,26.3,48.0,170.0,B,1.7269999999999999,21.62594227918656,Elevated,0.45316091954022986
25,M,181.3,60.7,14.5,83.0,125.0,34.0,18.0,56.0,260.0,B,1.8130000000000002,18.466861111254776,Hypertension Stage 1,0.7821839080459769
43,F,151.6,48.1,18.6,78.0,136.0,26.7,22.0,44.0,130.0,C,1.516,20.928913054072307,Hypertension Stage 1,0.3413793103448276
28,M,174.3,79.9,29.1,69.0,118.0,38.3,5.0,36.0,199.0,D,1.743,26.299773308462107,Normal,0.5198275862068966
40,M,175.0,76.3,19.6,94.0,159.0,42.9,15.5,44.0,212.0,B,1.75,24.914285714285715,Hypertension Stage 2,0.6206896551724136
31,M,175.9,76.6,18.2,79.0,120.0,59.5,25.4,65.0,263.0,A,1.7590000000000001,24.756947216313982,Elevated,0.8793103448275862
38,M,180.1,71.1,18.5,85.0,114.0,49.9,5.0,43.0,207.0,C,1.801,21.920082032284487,Hypertension Stage 1,0.6267241379310344
33,M,176.2,73.6,25.8,89.0,133.0,43.1,16.8,41.0,219.0,B,1.7619999999999998,23.70642173466588,Hypertension Stage 1,0.6149425287356322
32,F,156.3,60.8,38.9,68.0,120.0,25.2,5.3,13.0,90.0,D,1.5630000000000002,24.887749291947618,Elevated,0.07471264367816088
60,F,157.8,59.7,35.9,98.0,158.0,20.3,14.5,9.0,110.0,C,1.578,23.975094816078492,Hypertension Stage 2,0.1152298850574713
23,M,178.0,69.9,14.4,59.0,109.0,33.8,12.5,58.0,245.0,B,1.78,22.06160838277995,Normal,0.7445402298850575
63,M,165.4,60.6,16.8,75.0,125.0,37.7,21.0,49.0,187.0,A,1.6540000000000001,22.151422150544864,Elevated,0.5563218390804596
21,M,180.2,82.1,23.9,98.0,151.0,48.0,12.8,28.0,182.0,D,1.8019999999999998,25.283289870300727,Hypertension Stage 2,0.4908045977011495
52,F,153.2,63.24,42.3,92.0,125.0,17.8,9.2,23.0,126.0,D,1.5319999999999998,26.944760684168557,Hypertension Stage 2,0.1758620689655173
30,M,178.3,77.8,18.2,54.0,110.0,50.1,6.9,38.0,217.0,C,1.7830000000000001,24.47241961454995,Normal,0.6425287356321839
21,M,171.5,62.6,18.2,84.0,143.0,36.8,17.9,48.0,195.0,C,1.715,21.28364881979447,Hypertension Stage 1,0.5698275862068966
62,M,170.0,78.9,27.4,87.0,142.0,42.5,7.7,41.0,185.0,B,1.7,27.30103806228374,Hypertension Stage 1,0.5109195402298851
46,M,162.7,64.1,20.2,94.0,151.0,35.5,9.0,33.0,176.0,C,1.6269999999999998,24.214913591290795,Hypertension Stage 2,0.46264367816091956
61,F,147.4,51.3,41.3,61.0,114.0,22.3,19.6,14.0,123.0,C,1.474,23.61143585145691,Normal,0.15718390804597707
29,M,176.9,80.9,17.4,86.0,118.0,36.4,14.3,50.0,240.0,D,1.7690000000000001,25.851923124241658,Hypertension Stage 1,0.7060344827586207
27,F,153.6,53.9,33.3,78.0,135.0,23.1,23.3,41.0,160.0,A,1.536,22.84579806857639,Hypertension Stage 1,0.3663793103448276
54,M,172.7,78.0,19.6,94.0,124.0,42.7,9.7,41.0,215.0,B,1.7269999999999999,26.15230229110933,Hypertension Stage 2,0.6201149425287354
44,M,169.6,69.1,24.3,84.0,151.0,39.2,2.9,49.0,198.0,D,1.696,24.022950783196865,Hypertension Stage 1,0.5706896551724137
45,F,160.3,49.1,19.5,65.0,107.0,30.4,22.0,30.0,169.0,A,1.6030000000000002,19.107965453109788,Normal,0.421264367816092
26,M,180.3,81.64,16.8,75.0,119.0,51.6,20.7,56.0,238.0,A,1.8030000000000002,25.113748608423315,Normal,0.7629310344827587
21,F,157.0,56.1,28.8,69.0,115.0,28.3,15.2,39.0,162.0,B,1.57,22.7595439977281,Normal,0.39425287356321836
26,M,174.1,69.1,8.0,71.0,133.0,45.8,19.1,67.0,231.0,A,1.7409999999999999,22.797147288376657,Hypertension Stage 1,0.7830459770114943
22,F,164.8,65.4,28.2,65.0,115.0,31.4,18.8,37.0,170.0,B,1.6480000000000001,24.08037986615138,Normal,0.42212643678160927
56,F,151.3,50.0,27.2,84.0,119.0,28.4,21.5,21.0,125.0,B,1.5130000000000001,21.841987201469177,Hypertension Stage 1,0.24109195402298855
52,M,164.9,65.9,19.0,75.0,126.0,44.5,8.7,36.0,177.0,C,1.649,24.235060225411804,Elevated,0.503448275862069
44,M,168.8,77.7,27.3,84.0,147.0,45.0,12.6,47.0,212.0,B,1.6880000000000002,27.269434648817406,Hypertension Stage 1,0.6132183908045976
27,M,169.8,61.9,10.6,69.0,138.0,47.3,12.6,52.0,251.0,B,1.6980000000000002,21.469171102703793,Hypertension Stage 1,0.7942528735632183
21,F,170.0,57.8,19.4,74.0,128.0,27.4,21.4,34.0,179.0,B,1.7,20.0,Elevated,0.45316091954022986
63,M,170.0,65.9,22.0,70.0,150.0,32.4,6.6,22.0,143.0,C,1.7,22.80276816608997,Hypertension Stage 2,0.32212643678160924
60,M,172.1,70.5,20.2,78.0,126.0,45.0,16.5,39.0,181.0,A,1.7209999999999999,23.802763213825457,Elevated,0.521551724137931
21,M,178.8,75.3,20.7,77.0,125.0,41.4,7.3,57.0,165.0,C,1.788,23.55374382535321,Elevated,0.5155172413793103
26,F,159.7,53.3,25.5,62.0,102.0,28.5,17.2,30.0,191.0,B,1.597,20.89860881137104,Normal,0.4617816091954023
31,F,168.8,62.9,25.9,92.0,136.0,30.7,25.1,42.0,186.0,D,1.6880000000000002,22.075256620471233,Hypertension Stage 1,0.4870689655172414
35,M,172.7,65.3,19.9,96.0,135.0,45.3,23.2,57.0,135.0,B,1.7269999999999999,21.894171020633834,Hypertension Stage 1,0.44281609195402305
23,F,158.0,47.5,25.5,56.0,105.0,23.8,21.1,46.0,161.0,A,1.58,19.02739945521551,Normal,0.40804597701149425
51,F,154.2,61.6,32.3,71.0,127.0,25.1,14.1,8.0,130.0,D,1.5419999999999998,25.906692169618186,Elevated,0.19396551724137936
25,F,165.6,54.9,19.9,85.0,135.0,29.6,23.5,56.0,192.0,C,1.656,20.019428691451377,Hypertension Stage 1,0.5586206896551725
49,M,160.9,69.6,28.4,96.0,149.0,34.5,9.0,20.0,200.0,D,1.609,26.884202093491357,Hypertension Stage 2,0.467816091954023
22,M,164.5,64.6,18.2,72.0,134.0,40.2,18.4,52.0,227.0,B,1.645,23.87265453940743,Hypertension Stage 1,0.6830459770114942
21,M,175.4,66.12,16.3,83.0,114.0,42.0,18.6,59.0,214.0,A,1.754,21.49184337087797,Hypertension Stage 1,0.6764367816091953
23,M,173.4,59.8,17.9,83.0,120.0,47.0,15.5,24.0,203.0,D,1.734,19.8885443314988,Hypertension Stage 1,0.5540229885057472
36,F,160.0,49.0,25.6,99.0,150.0,23.4,19.0,21.0,176.0,C,1.6,19.140624999999996,Hypertension Stage 2,0.37787356321839083
24,M,176.7,77.2,9.3,73.0,130.0,69.0,17.0,60.0,288.0,A,1.767,24.725449822229784,Hypertension Stage 1,0.9896551724137931
42,F,153.9,43.82,25.8,70.0,120.0,20.6,17.9,23.0,114.0,C,1.5390000000000001,18.50099703570287,Elevated,0.19683908045977008
24,F,165.9,54.7,22.4,57.0,115.0,29.8,28.0,40.0,182.0,A,1.659,19.874424159451742,Normal,0.4772988505747127
25,F,160.1,53.0,26.03511,70.0,146.0,28.9,21.3,40.0,170.0,A,1.601,20.6772703350225,Hypertension Stage 2,0.42978416666666663
26,M,170.4,68.1,24.1,87.0,154.0,45.3,5.9,57.0,203.0,C,1.704,23.45351451431594,Hypertension Stage 1,0.6261494252873563
27,M,164.0,59.0,6.7,69.0,113.0,35.7,18.4,62.0,244.0,B,1.64,21.936347412254616,Normal,0.7807471264367816
35,F,164.4,57.8,26.9,63.0,102.0,37.9,24.5,33.0,187.0,A,1.6440000000000001,21.385736527725975,Normal,0.4818965517241379
50,F,162.9,66.3,27.8,84.0,129.0,29.4,20.9,32.0,155.0,A,1.629,24.98454010923105,Hypertension Stage 1,0.3600574712643678
34,F,155.2,57.7,32.5,82.0,129.0,25.8,26.4,36.0,168.0,B,1.5519999999999998,23.954790625996395,Hypertension Stage 1,0.3850574712643678
23,M,168.0,68.2,12.8,61.0,116.0,53.9,17.9,71.0,245.0,A,1.68,24.16383219954649,Normal,0.8442528735632182
28,M,181.4,79.5,9.7,74.0,132.0,53.2,16.4,60.0,253.0,A,1.814,24.159757077441288,Hypertension Stage 1,0.8425287356321839
51,M,165.7,68.0,24.7,65.0,129.0,39.7,25.0,41.0,212.0,B,1.6569999999999998,24.76645776645158,Elevated,0.5882183908045977
50,F,170.2,58.0,23.2,75.0,112.0,28.2,18.0,41.0,170.0,B,1.702,20.022065697230467,Normal,0.4387931034482758
34,F,166.0,55.4,22.0,93.0,140.0,24.7,23.3,35.0,157.0,B,1.66,20.10451444331543,Hypertension Stage 2,0.37758620689655165
62,M,165.9,69.9,24.8,99.0,156.0,42.8,6.2,22.0,148.0,C,1.659,25.39711606482042,Hypertension Stage 2,0.35833333333333334
55,F,167.1,66.9,26.1,72.0,115.0,27.0,16.9,9.0,112.0,C,1.671,23.95924993580425,Normal,0.16839080459770117
26,M,169.4,68.5,12.7,85.0,128.0,45.7,20.0,63.0,250.0,A,1.694,23.870623312503746,Hypertension Stage 1,0.8123563218390805
24,M,177.1,71.96,11.4,80.0,120.0,50.3,17.9,55.0,204.0,C,1.771,22.9432021836215,Hypertension Stage 1,0.6741379310344828
41,M,167.9,71.8,13.1,65.0,113.0,51.7,13.4,47.0,225.0,B,1.679,25.469654396654743,Normal,0.7106321839080458
28,M,175.7,88.4,32.8,66.0,119.0,39.9,6.1,47.0,219.0,D,1.757,28.63576185541597,Normal,0.6028735632183907
21,M,179.5,80.3,15.9,69.0,125.0,45.1,1.4,55.0,233.0,D,1.795,24.922215066611834,Elevated,0.7295977011494253
35,M,170.4,76.3,27.7,90.0,138.0,47.7,17.9,52.0,229.0,B,1.704,26.277579404439155,Hypertension Stage 1,0.6830459770114942
45,F,158.2,73.5,39.0,82.0,128.0,26.1,21.0,10.0,150.0,D,1.5819999999999999,29.36800062651735,Hypertension Stage 1,0.24080459770114943
40,M,176.5,66.88,16.8,81.0,138.0,41.7,15.0,52.0,212.0,A,1.765,21.468754263335715,Hypertension Stage 1,0.6482758620689654
51,F,162.9,62.7,33.3,82.0,149.0,32.0,18.3,22.0,156.0,B,1.629,23.627913496965114,Hypertension Stage 1,0.3258620689655172
21,F,157.1,69.9,35.0,67.0,110.0,21.6,21.2,48.0,165.0,D,1.571,28.322057858844325,Normal,0.3916666666666667
25,F,175.1,59.8,27.0,81.0,120.0,27.0,29.1,40.0,200.0,A,1.751,19.50423369072613,Hypertension Stage 1,0.5077586206896552
41,M,166.3,71.5,27.0,87.0,137.0,42.0,7.2,31.0,204.0,D,1.663,25.853630844140934,Hypertension Stage 1,0.5364942528735632
23,F,169.1,68.5,32.5,76.0,118.0,33.3,21.1,47.0,181.0,A,1.6909999999999998,23.95539610160026,Normal,0.4755747126436782
21,F,153.9,59.5,23.4,87.0,137.0,26.7,22.6,37.0,162.0,A,1.5390000000000001,25.12116210918121,Hypertension Stage 1,0.3994252873563218
26,M,173.5,68.4,11.9,81.0,143.0,46.0,15.4,71.0,243.0,A,1.735,22.722553961913146,Hypertension Stage 1,0.8183908045977012
35,M,171.5,69.9,20.5,95.0,140.0,47.9,19.9,60.0,220.0,A,1.715,23.765607867470187,Hypertension Stage 2,0.7014367816091953
41,M,178.9,69.2,16.4,74.0,115.0,36.0,19.1,36.0,223.0,C,1.7890000000000001,21.62147975282774,Normal,0.6186781609195403
23,F,161.2,49.8,24.4,82.0,137.0,24.7,24.5,35.0,158.0,C,1.6119999999999999,19.16457831770407,Hypertension Stage 1,0.3735632183908046
22,M,176.0,68.6,11.8,78.0,110.0,40.4,9.5,46.0,263.0,C,1.76,22.146177685950413,Normal,0.7882183908045975
28,F,176.3,62.7,24.1,81.0,124.0,27.1,23.2,45.0,168.0,B,1.7630000000000001,20.172648269769113,Hypertension Stage 1,0.4387931034482758
39,F,150.0,44.06,30.3,65.0,103.0,23.9,12.8,2.0,135.0,D,1.5,19.582222222222224,Normal,0.19339080459770114
57,M,166.1,63.9,14.2,75.0,136.0,40.0,19.2,51.0,211.0,A,1.661,23.161228610750364,Hypertension Stage 1,0.6451149425287356
29,M,180.0,88.1,26.9,86.0,135.0,48.3,18.9,50.0,218.0,B,1.8,27.191358024691354,Hypertension Stage 1,0.649712643678161
32,M,171.5,72.7,21.7,90.0,127.0,37.6,4.6,22.0,172.0,D,1.715,24.717592159729364,Hypertension Stage 2,0.421264367816092
46,M,175.9,78.9,20.9,65.0,116.0,47.6,8.6,42.0,200.0,C,1.7590000000000001,25.500302028292083,Normal,0.5902298850574713
63,M,168.4,74.1,12.0,88.0,154.0,43.2,20.8,34.0,185.0,A,1.6840000000000002,26.129676542109323,Hypertension Stage 1,0.5370689655172413
28,M,166.9,70.5,20.0,76.0,127.0,35.4,8.2,53.0,206.0,C,1.669,25.3090849563158,Elevated,0.6066091954022987
56,M,176.3,77.2,22.5,80.0,146.0,40.1,5.3,45.0,175.0,C,1.7630000000000001,24.83777426517026,Hypertension Stage 1,0.5008620689655173
28,M,177.5,69.4,14.5,92.0,149.0,53.9,21.3,51.0,234.0,A,1.775,22.02737552073002,Hypertension Stage 2,0.750287356321839
45,M,173.6,71.4,15.5,95.0,125.0,44.7,27.3,46.0,248.0,A,1.736,23.691838858332098,Hypertension Stage 2,0.7468390804597701
32,F,172.9,60.8,20.1,86.0,126.0,30.4,22.2,34.0,186.0,A,1.729,20.338250529112297,Hypertension Stage 1,0.47988505747126436
26,M,164.2,59.7,16.5,74.0,127.0,51.8,19.7,53.0,209.0,B,1.642,22.142569962361346,Elevated,0.6724137931034483
24,M,178.7,79.5,23.1,73.0,122.0,36.5,6.0,30.0,196.0,D,1.787,24.895337807813632,Elevated,0.5060344827586207
29,F,163.7,51.2,19.1,64.0,117.0,33.0,29.2,35.0,153.0,B,1.6369999999999998,19.106124445801118,Normal,0.3982758620689656
21,M,177.8,65.1,11.0,77.0,130.0,47.7,22.5,53.0,242.0,B,1.778,20.592898328653796,Hypertension Stage 1,0.7712643678160919
28,F,165.8,56.4,21.0,76.0,127.0,33.2,17.2,38.0,187.0,B,1.6580000000000001,20.516820154792857,Elevated,0.4997126436781609
55,M,171.4,75.2,22.1,80.0,142.0,50.1,10.8,39.0,197.0,B,1.714,25.597420651399894,Hypertension Stage 1,0.5767241379310345
62,F,156.0,47.0,25.9,69.0,121.0,20.5,20.3,24.0,126.0,A,1.56,19.312952005259696,Elevated,0.2336206896551724
39,F,159.6,65.7,35.4,89.0,132.0,23.7,3.1,28.0,172.0,D,1.5959999999999999,25.792865622703378,Hypertension Stage 1,0.35919540229885055
27,M,177.9,81.4,20.4,91.0,141.0,58.7,16.7,51.0,226.0,A,1.7790000000000001,25.720091467470244,Hypertension Stage 2,0.7241379310344828
53,M,169.3,76.7,21.8,85.0,140.0,44.6,14.3,41.0,211.0,B,1.693,26.75971278140873,Hypertension Stage 1,0.6077586206896551
62,M,167.0,71.1,32.8,87.0,143.0,37.8,19.0,30.0,171.0,B,1.67,25.493922334970776,Hypertension Stage 1,0.41005747126436776
